Utterance,Expected,Predicted,Syntax_OK,Region_OK,Full_OK
road_car3 only after conflict_car4,(Response conflict_car4 road_car3),(Precedence conflict_car4 road_car3),1,1,0
"After visiting conflict_car4, eventually reach road_car3",(Response conflict_car4 road_car3),(Response conflict_car4 road_car3),1,1,1
"If conflict_car4 happens, road_car3 must follow",(Response conflict_car4 road_car3),(Response conflict_car4 road_car3),1,1,1
"If you visit conflict_car4, then you must also reach road_car3",(RespondedExistence conflict_car4 road_car3),(RespondedExistence conflict_car4 road_car3),1,1,1
Visiting conflict_car4 implies eventually visiting road_car3,(RespondedExistence conflict_car4 road_car3),(Response conflict_car4 road_car3),1,1,0
"Whenever conflict_car4 happens, road_car3 must also occur",(RespondedExistence conflict_car4 road_car3),(RespondedExistence conflict_car4 road_car3),1,1,1
Stay in conflict_car4 until reaching road_car3,(Until conflict_car4 road_car3),(Until conflict_car4 road_car3),1,1,1
conflict_car4 must hold true until road_car3 occurs,(Until conflict_car4 road_car3),(Until conflict_car4 road_car3),1,1,1
Remain in conflict_car4 and stop only when road_car3 happens,(Until conflict_car4 road_car3),(Until conflict_car4 road_car3),1,1,1
Visit conflict_car4 or road_car3,(Or conflict_car4 road_car3),(Or conflict_car4 road_car3),1,1,1
Either conflict_car4 or road_car3 must be reached,(Or conflict_car4 road_car3),(Or conflict_car4 road_car3),1,1,1
At least one of conflict_car4 or road_car3 must occur,(Or conflict_car4 road_car3),(Or conflict_car4 road_car3),1,1,1
Visit conflict_car4 and road_car3,(And conflict_car4 road_car3),(And conflict_car4 road_car3),1,1,1
Both conflict_car4 and road_car3 must be reached,(And conflict_car4 road_car3),(And conflict_car4 road_car3),1,1,1
You must eventually visit both conflict_car4 and road_car3,(And conflict_car4 road_car3),ERROR,1,0,0
"Stay in conflict_car4 unless road_car3 happens, otherwise remain in conflict_car4 forever",(WeakUntil conflict_car4 road_car3),(WeakUntil conflict_car4 road_car3),1,1,1
"conflict_car4 must hold until road_car3, or forever if road_car3 never occurs",(WeakUntil conflict_car4 road_car3),(WeakUntil conflict_car4 road_car3),1,1,1
"Continue in conflict_car4 until road_car3 happens, or stay in conflict_car4 always if road_car3 never does",(WeakUntil conflict_car4 road_car3),(WeakUntil conflict_car4 road_car3),1,1,1
Visit conflict_car4 before related_conflict_car3,(Precedence conflict_car4 related_conflict_car3),(Precedence conflict_car4 related_conflict_car3),1,1,1
related_conflict_car3 can only occur after conflict_car4,(Precedence conflict_car4 related_conflict_car3),(Precedence conflict_car4 related_conflict_car3),1,1,1
"You must reach conflict_car4 first, then related_conflict_car3",(Precedence conflict_car4 related_conflict_car3),(Precedence conflict_car4 related_conflict_car3),1,1,1
related_conflict_car3 only after conflict_car4,(Response conflict_car4 related_conflict_car3),(Precedence conflict_car4 related_conflict_car3),1,1,0
"After visiting conflict_car4, eventually reach related_conflict_car3",(Response conflict_car4 related_conflict_car3),(Response conflict_car4 related_conflict_car3),1,1,1
"If conflict_car4 happens, related_conflict_car3 must follow",(Response conflict_car4 related_conflict_car3),(Response conflict_car4 related_conflict_car3),1,1,1
"If you visit conflict_car4, then you must also reach related_conflict_car3",(RespondedExistence conflict_car4 related_conflict_car3),(RespondedExistence conflict_car4 related_conflict_car3),1,1,1
Visiting conflict_car4 implies eventually visiting related_conflict_car3,(RespondedExistence conflict_car4 related_conflict_car3),(Response conflict_car4 related_conflict_car3),1,1,0
"Whenever conflict_car4 happens, related_conflict_car3 must also occur",(RespondedExistence conflict_car4 related_conflict_car3),(RespondedExistence conflict_car4 related_conflict_car3),1,1,1
Stay in conflict_car4 until reaching related_conflict_car3,(Until conflict_car4 related_conflict_car3),(Until conflict_car4 related_conflict_car3),1,1,1
conflict_car4 must hold true until related_conflict_car3 occurs,(Until conflict_car4 related_conflict_car3),(Until conflict_car4 related_conflict_car3),1,1,1
Remain in conflict_car4 and stop only when related_conflict_car3 happens,(Until conflict_car4 related_conflict_car3),(Until conflict_car4 related_conflict_car3),1,1,1
Visit conflict_car4 or related_conflict_car3,(Or conflict_car4 related_conflict_car3),(Or conflict_car4 related_conflict_car3),1,1,1
Either conflict_car4 or related_conflict_car3 must be reached,(Or conflict_car4 related_conflict_car3),(Or conflict_car4 related_conflict_car3),1,1,1
At least one of conflict_car4 or related_conflict_car3 must occur,(Or conflict_car4 related_conflict_car3),(Or conflict_car4 related_conflict_car3),1,1,1
Visit conflict_car4 and related_conflict_car3,(And conflict_car4 related_conflict_car3),(And conflict_car4 related_conflict_car3),1,1,1
Both conflict_car4 and related_conflict_car3 must be reached,(And conflict_car4 related_conflict_car3),(And conflict_car4 related_conflict_car3),1,1,1
You must eventually visit both conflict_car4 and related_conflict_car3,(And conflict_car4 related_conflict_car3),ERROR,1,0,0
"Stay in conflict_car4 unless related_conflict_car3 happens, otherwise remain in conflict_car4 forever",(WeakUntil conflict_car4 related_conflict_car3),(WeakUntil conflict_car4 related_conflict_car3),1,1,1
"conflict_car4 must hold until related_conflict_car3, or forever if related_conflict_car3 never occurs",(WeakUntil conflict_car4 related_conflict_car3),(WeakUntil conflict_car4 related_conflict_car3),1,1,1
"Continue in conflict_car4 until related_conflict_car3 happens, or stay in conflict_car4 always if related_conflict_car3 never does",(WeakUntil conflict_car4 related_conflict_car3),(WeakUntil conflict_car4 related_conflict_car3),1,1,1
Visit conflict_car4 before road_car4,(Precedence conflict_car4 road_car4),(Precedence conflict_car4 road_car4),1,1,1
road_car4 can only occur after conflict_car4,(Precedence conflict_car4 road_car4),(Precedence conflict_car4 road_car4),1,1,1
"You must reach conflict_car4 first, then road_car4",(Precedence conflict_car4 road_car4),(Precedence conflict_car4 road_car4),1,1,1
road_car4 only after conflict_car4,(Response conflict_car4 road_car4),(Precedence conflict_car4 road_car4),1,1,0
"After visiting conflict_car4, eventually reach road_car4",(Response conflict_car4 road_car4),(Response conflict_car4 road_car4),1,1,1
"If conflict_car4 happens, road_car4 must follow",(Response conflict_car4 road_car4),(Response conflict_car4 road_car4),1,1,1
"If you visit conflict_car4, then you must also reach road_car4",(RespondedExistence conflict_car4 road_car4),(RespondedExistence conflict_car4 road_car4),1,1,1
Visiting conflict_car4 implies eventually visiting road_car4,(RespondedExistence conflict_car4 road_car4),(Response conflict_car4 road_car4),1,1,0
"Whenever conflict_car4 happens, road_car4 must also occur",(RespondedExistence conflict_car4 road_car4),(RespondedExistence conflict_car4 road_car4),1,1,1
Stay in conflict_car4 until reaching road_car4,(Until conflict_car4 road_car4),(Until conflict_car4 road_car4),1,1,1
conflict_car4 must hold true until road_car4 occurs,(Until conflict_car4 road_car4),(Until conflict_car4 road_car4),1,1,1
Remain in conflict_car4 and stop only when road_car4 happens,(Until conflict_car4 road_car4),(Until conflict_car4 road_car4),1,1,1
Visit conflict_car4 or road_car4,(Or conflict_car4 road_car4),(Or conflict_car4 road_car4),1,1,1
Either conflict_car4 or road_car4 must be reached,(Or conflict_car4 road_car4),(Or conflict_car4 road_car4),1,1,1
At least one of conflict_car4 or road_car4 must occur,(Or conflict_car4 road_car4),(Or conflict_car4 road_car4),1,1,1
Visit conflict_car4 and road_car4,(And conflict_car4 road_car4),(And conflict_car4 road_car4),1,1,1
Both conflict_car4 and road_car4 must be reached,(And conflict_car4 road_car4),(And conflict_car4 road_car4),1,1,1
You must eventually visit both conflict_car4 and road_car4,(And conflict_car4 road_car4),ERROR,1,0,0
"Stay in conflict_car4 unless road_car4 happens, otherwise remain in conflict_car4 forever",(WeakUntil conflict_car4 road_car4),(WeakUntil conflict_car4 road_car4),1,1,1
"conflict_car4 must hold until road_car4, or forever if road_car4 never occurs",(WeakUntil conflict_car4 road_car4),(WeakUntil conflict_car4 road_car4),1,1,1
"Continue in conflict_car4 until road_car4 happens, or stay in conflict_car4 always if road_car4 never does",(WeakUntil conflict_car4 road_car4),(WeakUntil conflict_car4 road_car4),1,1,1
Visit conflict_car4 before related_conflict_car4,(Precedence conflict_car4 related_conflict_car4),(Precedence conflict_car4 related_conflict_car4),1,1,1
related_conflict_car4 can only occur after conflict_car4,(Precedence conflict_car4 related_conflict_car4),(Precedence conflict_car4 related_conflict_car4),1,1,1
"You must reach conflict_car4 first, then related_conflict_car4",(Precedence conflict_car4 related_conflict_car4),(Precedence conflict_car4 related_conflict_car4),1,1,1
related_conflict_car4 only after conflict_car4,(Response conflict_car4 related_conflict_car4),(Precedence conflict_car4 related_conflict_car4),1,1,0
"After visiting conflict_car4, eventually reach related_conflict_car4",(Response conflict_car4 related_conflict_car4),(Response conflict_car4 related_conflict_car4),1,1,1
"If conflict_car4 happens, related_conflict_car4 must follow",(Response conflict_car4 related_conflict_car4),(Response conflict_car4 related_conflict_car4),1,1,1
"If you visit conflict_car4, then you must also reach related_conflict_car4",(RespondedExistence conflict_car4 related_conflict_car4),(RespondedExistence conflict_car4 related_conflict_car4),1,1,1
Visiting conflict_car4 implies eventually visiting related_conflict_car4,(RespondedExistence conflict_car4 related_conflict_car4),(Response conflict_car4 related_conflict_car4),1,1,0
"Whenever conflict_car4 happens, related_conflict_car4 must also occur",(RespondedExistence conflict_car4 related_conflict_car4),(RespondedExistence conflict_car4 related_conflict_car4),1,1,1
Stay in conflict_car4 until reaching related_conflict_car4,(Until conflict_car4 related_conflict_car4),(Until conflict_car4 related_conflict_car4),1,1,1
conflict_car4 must hold true until related_conflict_car4 occurs,(Until conflict_car4 related_conflict_car4),(Until conflict_car4 related_conflict_car4),1,1,1
Remain in conflict_car4 and stop only when related_conflict_car4 happens,(Until conflict_car4 related_conflict_car4),(Until conflict_car4 related_conflict_car4),1,1,1
Visit conflict_car4 or related_conflict_car4,(Or conflict_car4 related_conflict_car4),(Or conflict_car4 related_conflict_car4),1,1,1
Either conflict_car4 or related_conflict_car4 must be reached,(Or conflict_car4 related_conflict_car4),(Or conflict_car4 related_conflict_car4),1,1,1
At least one of conflict_car4 or related_conflict_car4 must occur,(Or conflict_car4 related_conflict_car4),(Or conflict_car4 related_conflict_car4),1,1,1
Visit conflict_car4 and related_conflict_car4,(And conflict_car4 related_conflict_car4),(And conflict_car4 related_conflict_car4),1,1,1
Both conflict_car4 and related_conflict_car4 must be reached,(And conflict_car4 related_conflict_car4),(And conflict_car4 related_conflict_car4),1,1,1
You must eventually visit both conflict_car4 and related_conflict_car4,(And conflict_car4 related_conflict_car4),ERROR,1,0,0
"Stay in conflict_car4 unless related_conflict_car4 happens, otherwise remain in conflict_car4 forever",(WeakUntil conflict_car4 related_conflict_car4),(WeakUntil conflict_car4 related_conflict_car4),1,1,1
"conflict_car4 must hold until related_conflict_car4, or forever if related_conflict_car4 never occurs",(WeakUntil conflict_car4 related_conflict_car4),(WeakUntil conflict_car4 related_conflict_car4),1,1,1
"Continue in conflict_car4 until related_conflict_car4 happens, or stay in conflict_car4 always if related_conflict_car4 never does",(WeakUntil conflict_car4 related_conflict_car4),(WeakUntil conflict_car4 related_conflict_car4),1,1,1
Visit conflict_car4 before conflict_car5,(Precedence conflict_car4 conflict_car5),(Precedence conflict_car4 conflict_car5),1,1,1
conflict_car5 can only occur after conflict_car4,(Precedence conflict_car4 conflict_car5),(Precedence conflict_car4 conflict_car5),1,1,1
"You must reach conflict_car4 first, then conflict_car5",(Precedence conflict_car4 conflict_car5),(Precedence conflict_car4 conflict_car5),1,1,1
conflict_car5 only after conflict_car4,(Response conflict_car4 conflict_car5),(Precedence conflict_car4 conflict_car5),1,1,0
"After visiting conflict_car4, eventually reach conflict_car5",(Response conflict_car4 conflict_car5),(Response conflict_car4 conflict_car5),1,1,1
"If conflict_car4 happens, conflict_car5 must follow",(Response conflict_car4 conflict_car5),(Response conflict_car4 conflict_car5),1,1,1
"If you visit conflict_car4, then you must also reach conflict_car5",(RespondedExistence conflict_car4 conflict_car5),(RespondedExistence conflict_car4 conflict_car5),1,1,1
Visiting conflict_car4 implies eventually visiting conflict_car5,(RespondedExistence conflict_car4 conflict_car5),(Response conflict_car4 conflict_car5),1,1,0
"Whenever conflict_car4 happens, conflict_car5 must also occur",(RespondedExistence conflict_car4 conflict_car5),(RespondedExistence conflict_car4 conflict_car5),1,1,1
